drug_a,drug_b,cell_line,synergy
Olaparib,Trametinib,PSN1,0
PD173074,Alisertib,AU565,0
Navitoclax,Afatinib,HCC1599,0
Crizotinib,Uprosertib,BT-483,0
Dasatinib,Trametinib,PANC-02-03,0
Navitoclax,Dasatinib,YAPC,0
AZD7762,Camptothecin,SW1417,1
MK-1775,AZD7762,SW48,1
AZD7762,Venetoclax,HDQ-P1,0
Pictilisib,RO-3306,HCC1569,0
Dabrafenib,Crizotinib,SW1417,0
Temozolomide,Tozasertib,COLO-824,0
Taselisib,Vorinostat,CAL-148,0
Sapitinib,MK-1775,HDQ-P1,0
Palbociclib,AZD7762,CAL-120,0
Palbociclib,PF-4708671,ZR-75-1,0
Olaparib,OSI-027,PA-TU-8902,0
AZD7762,Crizotinib,HCC1187,0
Docetaxel,BI-2536,CAL-148,0
BMS-754807,Afatinib,SW837,0
Sapitinib,Pictilisib,BT-549,0
Sapitinib,Alisertib,HCC1428,0
Palbociclib,AZD6482,MDA-MB-330,0
AZD4547,Afatinib,SW1417,0
Sapitinib,Camptothecin,HCC2998,0
Erlotinib,Olaparib,MZ1-PC,0
Sapitinib,BI-2536,JIMT-1,0
Lapatinib,Alisertib,HCC1954,0
Trametinib,MK-1775,SW948,0
Sapitinib,SB216763,SNU-1040,0
Dactolisib,Lapatinib,HuP-T4,0
Crizotinib,AZD4547,HT-115,0
Bortezomib,Wee1 Inhibitor,HCC1143,0
Palbociclib,PF-4708671,HCC1937,0
Lapatinib,OSI-027,EFM-192A,0
Lapatinib,NU7441,MDA-MB-175-VII,1
Sapitinib,AZD7762,SNU-C2B,0
Trametinib,Lapatinib,ZR-75-1,0
Bortezomib,Navitoclax,COLO-824,0
Trametinib,Dabrafenib,SW837,0
AZD7762,Paclitaxel,Hs-766T,0
Trametinib,AZD8055,HT-29,0
Irinotecan,OSI-027,BxPC-3,0
Palbociclib,Uprosertib,HCC1395,0
Pictilisib,Camptothecin,HCC1569,0
AZD7762,AZD8055,HCC38,0
Lapatinib,Navitoclax,ZR-75-1,0
Olaparib,OSI-027,PANC-10-05,0
Lapatinib,Uprosertib,AU565,0
AZD4547,Camptothecin,GP5d,0
Taselisib,Uprosertib,MRK-nu-1,0
Trametinib,Dabrafenib,LS-180,0
AZD7762,Wee1 Inhibitor,HCC2157,0
Lapatinib,SB216763,HCC1419,0
SB505124,Navitoclax,LS-123,0
Paclitaxel,Palbociclib,PANC-02-03,0
PD173074,Tozasertib,OCUB-M,0
Crizotinib,Taselisib,HT-115,0
Trametinib,Irinotecan,PSN1,0
Navitoclax,Trametinib,HCC1428,0
PD173074,Alpelisib,HCC70,0
Crizotinib,Irinotecan,KP-3,0
Sapitinib,Alisertib,MDA-MB-157,0
Crizotinib,AZD7762,LoVo,0
SB505124,SB216763,HT55,1
Docetaxel,PD173074,MRK-nu-1,0
Olaparib,Palbociclib,OCUB-M,0
PD173074,MK-1775,CAL-85-1,0
Palbociclib,SB216763,HCC38,0
Temozolomide,NU7441,HCC1428,0
MK-1775,Olaparib,CaR-1,0
OSI-027,Dabrafenib,MFM-223,0
Trametinib,Camptothecin,HCC1954,0
Olaparib,Trametinib,SW1417,0
Palbociclib,Lapatinib,KP-2,1
Sapitinib,SB216763,ZR-75-1,0
Docetaxel,AZD7762,HCC70,0
Taselisib,Alpelisib,EFM-19,0
Taselisib,AZD7762,MDA-MB-157,0
Vorinostat,Palbociclib,HCC1419,0
Crizotinib,OSI-027,BT-483,1
Olaparib,Venetoclax,BT-20,0
Docetaxel,AZD7762,MDA-MB-175-VII,0
Taselisib,Doramapimod,MDA-MB-157,0
Navitoclax,SB505124,SW48,1
OSI-027,Galunisertib,PANC-08-13,0
Navitoclax,AZD7762,AsPC-1,1
Crizotinib,Navitoclax,HCC2998,0
Navitoclax,Olaparib,CAL-148,1
Bortezomib,PD173074,HCC1806,0
Taselisib,Alpelisib,BT-20,0
Navitoclax,Bortezomib,CAL-85-1,0
MK-1775,RO-3306,AU565,0
AZD4547,AZD8055,DiFi,0
MK-1775,LGK974,SW1463,0
Bortezomib,Temozolomide,HCC1419,0
Navitoclax,AZD7762,COLO-205,0
PD173074,Palbociclib,HDQ-P1,0
Taselisib,Tozasertib,CAL-51,0
Afatinib,Olaparib,NCI-H747,0
Crizotinib,Pictilisib,CAL-120,0
Lapatinib,MK-1775,MDA-MB-361,0
Docetaxel,Wee1 Inhibitor,HCC2157,0
Taselisib,RO-3306,HCC1569,0
Palbociclib,Bortezomib,CAL-148,0
Trametinib,Nilotinib,MDA-MB-330,0
Crizotinib,Trametinib,BxPC-3,0
MK-1775,AZD6482,MDA-MB-415,0
SB216763,Olaparib,SW948,0
Taselisib,LGK974,GP5d,0
Erlotinib,Lapatinib,SU8686,0
Navitoclax,Afatinib,EFM-19,0
Pictilisib,Vorinostat,MDA-MB-231,0
Dabrafenib,Crizotinib,SW1116,0
Dabrafenib,Taselisib,CL-11,0
Temozolomide,Crizotinib,MRK-nu-1,0
Palbociclib,OSI-027,CFPAC-1,0
Docetaxel,AZD8055,MDA-MB-415,0
Crizotinib,SB505124,HT-115,0
SB505124,Sapitinib,SNU-175,0
AZD7762,Tozasertib,Hs-578-T,1
Crizotinib,Taselisib,HCC1143,0
Docetaxel,Paclitaxel,CAL-120,0
Pictilisib,AZD8055,BT-20,0
Bortezomib,Navitoclax,HCC1569,0
Lapatinib,Docetaxel,MDA-MB-157,0
Palbociclib,RO-3306,CAMA-1,0
Pictilisib,SB216763,HCC1419,0
Taselisib,Pictilisib,HCC2157,0
Camptothecin,AZD8055,RKO,0
Pictilisib,Paclitaxel,MFM-223,0
LGK974,SB216763,LS-123,0
Olaparib,Venetoclax,BT-474,0
Sapitinib,OSI-027,HCC1954,0
Pictilisib,AZD8055,Hs-578-T,0
Olaparib,ZM447439,MCF7,0
Docetaxel,PF-4708671,CAMA-1,0
Crizotinib,NU7441,DU-4475,0
Temozolomide,NU7441,MRK-nu-1,0
Trametinib,Camptothecin,COLO-320-HSR,0
Docetaxel,Trametinib,JIMT-1,0
Temozolomide,AZD6482,JIMT-1,0
AZD4547,Sapitinib,SW1116,0
OSI-027,Paclitaxel,HCC1143,0
Navitoclax,Camptothecin,CCK-81,0
Sapitinib,Uprosertib,CAL-148,0
Sapitinib,Taselisib,MDA-MB-436,0
Olaparib,Palbociclib,CAL-85-1,0
Olaparib,Venetoclax,EFM-19,0
Pictilisib,MK-1775,MDA-MB-453,0
Olaparib,PF-4708671,CAL-148,0
Navitoclax,Sorafenib,HCC70,0
Bortezomib,Paclitaxel,MDA-MB-157,0
Pictilisib,Taselisib,COLO-824,0
Palbociclib,SB216763,SNU-81,0
Navitoclax,Olaparib,KP-1N,0
Palbociclib,Temozolomide,MDA-MB-361,0
Taselisib,MK-1775,MDA-MB-157,0
Trametinib,RO-3306,MDA-MB-175-VII,0
Taselisib,AZD7762,EVSA-T,0
Sapitinib,Alisertib,MDA-MB-415,0
Camptothecin,Navitoclax,COLO-678,0
MK-1775,Palbociclib,CAMA-1,0
Trametinib,Navitoclax,C2BBe1,0
MK-1775,ZM447439,JIMT-1,0
Lapatinib,PD173074,HCC70,0
Navitoclax,Afatinib,SW837,0
Navitoclax,Erlotinib,SUIT-2,0
AZD7762,Alisertib,HCC1806,0
PD173074,NU7441,HDQ-P1,0
Palbociclib,Vorinostat,EFM-192A,0
Temozolomide,Crizotinib,MDA-MB-175-VII,0
Temozolomide,ZM447439,ZR-75-30,0
Palbociclib,Trametinib,KP-3,0
Galunisertib,Irinotecan,BxPC-3,0
OSI-027,Bortezomib,T47D,0
Pictilisib,Docetaxel,MDA-MB-453,0
Palbociclib,Vorinostat,MDA-MB-175-VII,0
AZD7762,Afatinib,HCT-116,0
Navitoclax,Olaparib,LS-180,0
Sapitinib,Trametinib,HCC1428,0
Crizotinib,Venetoclax,BT-549,0
LGK974,Taselisib,GP5d,0
Crizotinib,Palbociclib,LS-180,0
AZD7762,SB505124,CW-2,0
Dasatinib,Galunisertib,KP-4,0
Irinotecan,Sorafenib,YAPC,0
MK-1775,Camptothecin,CAL-148,0
AZD4547,Afatinib,HT-29,0
Lapatinib,ZM447439,MDA-MB-415,0
Pictilisib,Bortezomib,ZR-75-30,0
Trametinib,Bortezomib,CAL-85-1,0
Lapatinib,ZM447439,CAL-85-1,0
OSI-027,Nilotinib,EVSA-T,0
Trametinib,Lapatinib,DU-4475,0
Navitoclax,Crizotinib,NCI-H716,0
Palbociclib,AZD7762,EFM-19,0
Crizotinib,RO-3306,HCC1806,0
Navitoclax,PD173074,MCF7,0
Temozolomide,AZD8055,EVSA-T,0
Sapitinib,Taselisib,GP5d,0
Sapitinib,Wee1 Inhibitor,BT-474,0
Palbociclib,Galunisertib,KP-1N,0
Dasatinib,Sorafenib,KP-1N,0
Lapatinib,Crizotinib,CFPAC-1,1
MK-1775,Dasatinib,KP-3,0
Taselisib,AZD6482,HCC2157,0
Temozolomide,Camptothecin,HCC1937,0
OSI-027,Navitoclax,HCC1419,0
Dabrafenib,Afatinib,COLO-205,0
OSI-027,BI-2536,AU565,0
Olaparib,AZD7762,HCC1428,1
AZD7762,AZD6482,BT-474,0
AZD7762,Doramapimod,CAL-148,0
OSI-027,Dasatinib,PANC-03-27,0
Navitoclax,Tozasertib,ZR-75-1,0
Sapitinib,Olaparib,HT55,0
Taselisib,Crizotinib,MCF7,0
LGK974,Afatinib,RCM-1,0
Galunisertib,Irinotecan,SU8686,0
Lapatinib,Bortezomib,CAL-148,1
Temozolomide,Uprosertib,T47D,0
Sapitinib,KU-55933,UACC-893,0
Pictilisib,RO-3306,Hs-578-T,0
Trametinib,Crizotinib,MDA-MB-157,0
Olaparib,Sapitinib,MDA-MB-231,0
Trametinib,OSI-027,Hs-578-T,0
Bortezomib,Camptothecin,HCC1395,0
Navitoclax,Palbociclib,SW1990,0
Taselisib,SB505124,MDST8,0
Trametinib,MK-1775,KM12,0
Olaparib,AZD7762,MDA-MB-468,1
PD173074,RO-3306,HCC38,0
PD173074,Alpelisib,EFM-19,0
AZD7762,Dabrafenib,HCC1500,0
Temozolomide,Wee1 Inhibitor,EVSA-T,0
AZD7762,Palbociclib,MDA-MB-175-VII,0
Pictilisib,SB216763,HCC2218,0
Crizotinib,Pictilisib,COLO-824,0
Trametinib,Sorafenib,HCC1500,0
Olaparib,Camptothecin,HCC1599,0
Taselisib,Vorinostat,DU-4475,0
Crizotinib,Alisertib,BT-20,0
Vorinostat,KU-55933,CAL-51,0
MK-1775,Palbociclib,SW948,0
Galunisertib,AZD7762,SW1990,0
Vorinostat,Doramapimod,HCC1187,0
Sapitinib,Alisertib,HCC38,0
Navitoclax,Temozolomide,EVSA-T,0
Navitoclax,Trametinib,HCC70,1
Sapitinib,Venetoclax,CAL-148,0
Sorafenib,Dactolisib,Hs-766T,0
Navitoclax,Sorafenib,HCC1937,0
Taselisib,Pictilisib,BT-20,0
LGK974,AZD4547,SW620,0
Olaparib,AZD7762,ZR-75-30,0
Taselisib,Dabrafenib,HCC1569,0
Olaparib,Dabrafenib,CAMA-1,0
Lapatinib,OSI-027,MDA-MB-175-VII,1
Bortezomib,MK-1775,BT-474,0
OSI-027,Olaparib,Hs-766T,0
Trametinib,MK-1775,PA-TU-8902,0
AZD7762,Tozasertib,HCC1428,0
Trametinib,Sorafenib,UACC-893,0
Bortezomib,Camptothecin,MDA-MB-157,0
Sapitinib,Dabrafenib,HCC1954,0
Trametinib,AZD6482,UACC-893,0
Afatinib,SB505124,LS-123,0
Taselisib,SB505124,SK-CO-1,0
Trametinib,Taselisib,ZR-75-30,0
Taselisib,BMS-754807,HT-29,0
Docetaxel,Venetoclax,HCC1806,0
Navitoclax,MK-1775,BT-549,0
Lapatinib,Galunisertib,HPAC,0
Trametinib,Olaparib,HCC38,0
PD173074,Dabrafenib,MCF7,0
Camptothecin,LGK974,SW620,0
Afatinib,AZD4547,SW1463,0
Taselisib,AZD4547,SNU-407,0
Olaparib,Dabrafenib,Hs-578-T,0
Dasatinib,Crizotinib,YAPC,0
Pictilisib,Vorinostat,HCC2157,0
AZD7762,Pictilisib,HDQ-P1,0
Olaparib,PF-4708671,MRK-nu-1,0
Sapitinib,MK-1775,HCC1599,0
Camptothecin,AZD7762,COLO-320-HSR,0
Navitoclax,Sorafenib,Hs-766T,0
Temozolomide,AZD7762,HCC1937,0
AZD8055,Camptothecin,NCI-H508,0
Taselisib,Galunisertib,CAPAN-2,0
Palbociclib,ZM447439,AU565,0
OSI-027,Docetaxel,HCC202,0
Dabrafenib,AZD4547,SNU-407,1
MK-1775,Taselisib,HCC1937,0
Olaparib,Sapitinib,SNU-407,0
Palbociclib,Temozolomide,MDA-MB-436,0
Palbociclib,MK-1775,PANC-08-13,0
MK-1775,NU7441,HCC1599,0
MK-1775,Dabrafenib,CL-11,0
Lapatinib,Sorafenib,MDA-MB-330,0
OSI-027,AZD7762,HCC202,0
Dabrafenib,Olaparib,LS-123,0
Sapitinib,Camptothecin,HCC1569,0
Vorinostat,BI-2536,HCC2157,0
Lapatinib,Docetaxel,HCC1500,0
Dactolisib,Dasatinib,KP-4,0
Temozolomide,Camptothecin,CAL-85-1,0
Vorinostat,Doramapimod,MDA-MB-415,0
Crizotinib,AZD6482,CAL-120,0
OSI-027,MK-1775,PA-TU-8988T,0
Taselisib,AZD6482,ZR-75-1,0
Navitoclax,Lapatinib,HCC1395,0
Docetaxel,Lapatinib,EFM-192A,0
OSI-027,Palbociclib,HuP-T4,0
Taselisib,LGK974,HCT-116,0
Crizotinib,Docetaxel,BT-20,0
Temozolomide,Venetoclax,HDQ-P1,0
MK-1775,Lapatinib,HCC2218,0
Bortezomib,Wee1 Inhibitor,HCC1937,0
Docetaxel,Paclitaxel,EVSA-T,0
AZD7762,AZD8055,CAMA-1,0
Dabrafenib,Crizotinib,CL-11,0
Dabrafenib,Taselisib,SW1116,0
Palbociclib,AZD8055,BT-483,0
Sapitinib,Crizotinib,HT55,0
Bortezomib,Sorafenib,MDA-MB-468,0
Lapatinib,Palbociclib,MZ1-PC,0
Trametinib,RO-3306,HCC1937,0
Taselisib,Navitoclax,LS-180,0
AZD7762,MK-1775,ZR-75-30,0
Pictilisib,OSI-027,OCUB-M,0
LGK974,Dasatinib,PA-TU-8902,0
BMS-754807,LGK974,LS-123,0
Vorinostat,Docetaxel,HDQ-P1,0
Vorinostat,Pictilisib,HCC1187,0
Navitoclax,Dabrafenib,MDA-MB-453,0
Navitoclax,BI-2536,BT-549,1
MK-1775,Tozasertib,ZR-75-30,0
PD173074,Trametinib,HCC1428,0
Temozolomide,Docetaxel,ZR-75-1,0
AZD4547,Crizotinib,SNU-C5,0
Camptothecin,BMS-754807,SW1116,0
Lapatinib,Paclitaxel,MFM-223,0
AZD7762,Doramapimod,HCC1806,1
PD173074,Sorafenib,HCC1937,0
Dabrafenib,Camptothecin,NCI-H716,0
AZD8055,LGK974,HT-29,0
Navitoclax,Camptothecin,MDA-MB-231,1
Bortezomib,Temozolomide,HCC1806,0
MK-1775,Alpelisib,JIMT-1,0
Trametinib,LGK974,HPAC,0
Pictilisib,SB216763,HDQ-P1,0
SB505124,Navitoclax,LS-513,0
Navitoclax,Olaparib,MRK-nu-1,0
Temozolomide,Alisertib,HCC1937,0
AZD7762,KU-55933,MFM-223,0
Olaparib,Camptothecin,SW1417,0
Navitoclax,Crizotinib,SW1990,0
Temozolomide,MK-1775,HCC1395,0
Olaparib,OSI-027,Hs-766T,0
OSI-027,Olaparib,PANC-03-27,0
Temozolomide,Pictilisib,MDA-MB-453,0
MK-1775,Paclitaxel,HCC1569,0
AZD7762,RO-3306,MFM-223,0
Trametinib,Tozasertib,DU-4475,0
OSI-027,Camptothecin,UACC-893,0
Palbociclib,Trametinib,PANC-10-05,0
SB216763,Dabrafenib,LoVo,0
Vorinostat,Ribociclib,MCF7,1
Palbociclib,PF-4708671,MCF7,0
PD173074,Trametinib,UACC-893,0
Navitoclax,BI-2536,HCC1569,0
Dasatinib,Crizotinib,CAPAN-2,0
Trametinib,Taselisib,LS-411N,1
Navitoclax,RO-3306,HCC1419,0
PD173074,Venetoclax,BT-20,0
LGK974,Sapitinib,LoVo,0
Dasatinib,Trametinib,DAN-G,1
Navitoclax,Olaparib,MDA-MB-175-VII,0
AZD7762,Tozasertib,OCUB-M,0
Vorinostat,AZD6482,MDA-MB-157,0
Sapitinib,Camptothecin,CL-11,0
Navitoclax,JQ1,MDA-MB-231,1
Erlotinib,LGK974,PANC-02-03,0
LGK974,Dabrafenib,HT-115,0
PD173074,Camptothecin,ZR-75-30,0
Irinotecan,AZD7762,CAPAN-2,0
Lapatinib,Crizotinib,PA-TU-8902,0
Navitoclax,Pictilisib,EFM-192A,1
Palbociclib,Navitoclax,HCC1954,0
Taselisib,AZD8055,SW620,0
Lapatinib,Afatinib,MDA-MB-157,0
PD173074,Tozasertib,MFM-223,0
PD173074,KU-55933,CAMA-1,0
Vorinostat,Sapitinib,DU-4475,0
OSI-027,Palbociclib,HDQ-P1,0
Navitoclax,BI-2536,AU565,0
Dabrafenib,Trametinib,CaR-1,0
Docetaxel,Pictilisib,HCC38,0
Galunisertib,Crizotinib,KP-4,0
Palbociclib,Uprosertib,CAL-148,0
OSI-027,AZD7762,HCC1954,0
Dabrafenib,SB216763,DiFi,0
Crizotinib,Trametinib,DAN-G,1
MK-1775,AZD7762,HCC1954,1
Palbociclib,PD173074,HCC1395,0
Dactolisib,Irinotecan,HuP-T4,0
Lapatinib,PF-4708671,HCC1143,0
Vorinostat,MK-1775,ZR-75-30,0
Navitoclax,Dasatinib,SU8686,0
MK-1775,Taselisib,JIMT-1,0
Olaparib,Pictilisib,BT-474,0
Bortezomib,Vorinostat,CAMA-1,0
Navitoclax,Dabrafenib,HT-29,0
Palbociclib,Irinotecan,PL4,0
Bortezomib,Navitoclax,CAL-51,0
Lapatinib,Paclitaxel,COLO-824,0
Camptothecin,Palbociclib,C2BBe1,0
Navitoclax,AZD7762,SW1116,0
MK-1775,Afatinib,COLO-205,0
Trametinib,Dactolisib,PSN1,1
Palbociclib,Olaparib,UACC-893,0
Temozolomide,Vorinostat,ZR-75-1,0
AZD7762,Navitoclax,CAL-51,0
Palbociclib,Alpelisib,MDA-MB-361,0
Lapatinib,Trametinib,HCC38,0
Crizotinib,JQ1,HCC1937,0
Pictilisib,Temozolomide,HDQ-P1,0
AZD7762,LGK974,SU8686,0
PD173074,Taselisib,HCC1428,0
AZD7762,SB505124,LoVo,0
Docetaxel,Paclitaxel,HCC70,0
Docetaxel,Vorinostat,HCC1428,0
Trametinib,Taselisib,MDA-MB-157,0
SB216763,LGK974,GP5d,0
Dactolisib,Palbociclib,DAN-G,0
Lapatinib,Taselisib,MDA-MB-415,0
Navitoclax,OSI-027,HCC1187,0
Olaparib,SB216763,T47D,0
Lapatinib,Ribociclib,MDA-MB-361,0
Paclitaxel,Palbociclib,PA-TU-8988T,0
Palbociclib,Navitoclax,CCK-81,0
Crizotinib,Lapatinib,HuP-T4,1
Olaparib,Taselisib,PANC-04-03,0
Lapatinib,Pictilisib,HCC1937,0
Docetaxel,RO-3306,MDA-MB-468,0
AZD7762,Camptothecin,SW948,1
SB505124,AZD4547,SW1463,0
AZD7762,LGK974,HCT-15,0
AZD7762,Navitoclax,Hs-766T,0
PD173074,AZD7762,MDA-MB-330,0
Pictilisib,Afatinib,BT-483,0
Crizotinib,SB216763,MDA-MB-415,0
Bortezomib,Ribociclib,MCF7,0
Sorafenib,Olaparib,DAN-G,0
LGK974,Dabrafenib,SW48,0
Palbociclib,Sorafenib,MDA-MB-415,0
Palbociclib,Navitoclax,HCC1500,0
Navitoclax,Docetaxel,BT-20,1
Irinotecan,Sorafenib,SU8686,0
MK-1775,Tozasertib,HCC1143,0
Sapitinib,Taselisib,COLO-678,0
Sapitinib,BMS-754807,HCT-15,0
Vorinostat,PF-4708671,ZR-75-1,0
Crizotinib,NU7441,MDA-MB-415,0
Temozolomide,PD173074,UACC-812,0
Paclitaxel,OSI-027,SUIT-2,0
Vorinostat,RO-3306,CAL-51,0
SB216763,Palbociclib,SNU-1040,0
Irinotecan,Olaparib,HuP-T3,0
Olaparib,AZD8055,T47D,0
PD173074,Doramapimod,HDQ-P1,0
Taselisib,Trametinib,PANC-04-03,1
Lapatinib,Pictilisib,CAL-51,0
AZD7762,BMS-754807,SW1463,0
Taselisib,Trametinib,MDA-MB-415,0
OSI-027,SB216763,BT-20,0
MK-1775,Navitoclax,NCI-H747,0
Taselisib,Camptothecin,SNU-C1,0
Navitoclax,RO-3306,MDA-MB-453,0
Docetaxel,Vorinostat,COLO-824,0
Olaparib,Dabrafenib,MDA-MB-453,0
Taselisib,AZD4547,HCT-15,0
Palbociclib,SB216763,HCT-15,0
Dabrafenib,AZD4547,CW-2,0
OSI-027,Vorinostat,HCC1937,0
Bortezomib,Doramapimod,HCC1806,0
Crizotinib,Dabrafenib,COLO-320-HSR,0
Paclitaxel,Lapatinib,CAPAN-1,0
Taselisib,Tozasertib,Hs-578-T,0
Trametinib,NU7441,CAMA-1,0
Sapitinib,Palbociclib,SNU-1040,0
Vorinostat,JQ1,HCC1419,1
Temozolomide,Venetoclax,MDA-MB-415,0
Palbociclib,SB216763,MDST8,0
Docetaxel,Temozolomide,Hs-578-T,0
Lapatinib,BI-2536,OCUB-M,0
AZD7762,Docetaxel,AU565,0
Taselisib,Trametinib,HCC1143,0
Palbociclib,Trametinib,SW1417,0
Bortezomib,Sapitinib,BT-20,0
Palbociclib,Dabrafenib,RKO,0
Trametinib,Pictilisib,Hs-578-T,0
Dabrafenib,SB505124,HT55,0
AZD4547,LGK974,HT-29,0
Palbociclib,Temozolomide,Hs-578-T,0
AZD7762,Dabrafenib,MFM-223,0
Dactolisib,Paclitaxel,Hs-766T,0
Trametinib,Sapitinib,MDA-MB-468,0
Crizotinib,Alpelisib,DU-4475,0
Temozolomide,Alpelisib,MRK-nu-1,0
Crizotinib,Dabrafenib,NCI-H747,0
Olaparib,MK-1775,CAMA-1,0
Navitoclax,Temozolomide,MDA-MB-175-VII,0
Temozolomide,Navitoclax,HCC1500,0
Taselisib,Sapitinib,HCC1419,0
Pictilisib,Nilotinib,HCC1187,0
OSI-027,Uprosertib,MDA-MB-415,0
Navitoclax,Dabrafenib,HCC1419,0
Vorinostat,AZD8055,BT-20,0
Temozolomide,Vorinostat,AU565,0
Taselisib,Crizotinib,HCC2218,0
Lapatinib,MK-1775,HCC1143,0
OSI-027,Navitoclax,EFM-19,1
MK-1775,Camptothecin,COLO-320-HSR,0
Palbociclib,Venetoclax,MFM-223,0
Taselisib,LGK974,PA-TU-8902,0
AZD8055,Sapitinib,COLO-205,0
Trametinib,PF-4708671,HCC1599,0
BMS-754807,SB216763,LS-513,0
Olaparib,Vorinostat,MDA-MB-415,0
Vorinostat,Sapitinib,MDA-MB-231,0
AZD7762,Erlotinib,SU8686,0
AZD7762,Palbociclib,UACC-893,0
MK-1775,SB216763,HCC2157,0
PD173074,Paclitaxel,MCF7,0
Pictilisib,OSI-027,HCC1806,0
MK-1775,Taselisib,COLO-824,0
MK-1775,Navitoclax,BT-483,1
Trametinib,Irinotecan,MZ1-PC,0
AZD7762,Tozasertib,MDA-MB-453,0
Taselisib,Galunisertib,PA-TU-8902,0
Pictilisib,ZM447439,HCC2218,0
Lapatinib,Erlotinib,SW1990,0
Trametinib,Doramapimod,EFM-19,0
Sapitinib,Sorafenib,MDA-MB-157,0
Palbociclib,MK-1775,LS-180,0
Lapatinib,PD173074,CAL-120,0
PD173074,BI-2536,MDA-MB-231,0
BMS-754807,Dabrafenib,NCI-H747,0
Taselisib,Docetaxel,AU565,0
MK-1775,Taselisib,SK-CO-1,0
Taselisib,MK-1775,BT-549,0
MK-1775,PF-4708671,HCC1395,0
Navitoclax,PD173074,JIMT-1,0
Trametinib,Nilotinib,ZR-75-30,0
Bortezomib,BI-2536,BT-20,0
Temozolomide,Vorinostat,HCC202,0
Navitoclax,Trametinib,SW948,0
Trametinib,Olaparib,ZR-75-1,0
Docetaxel,Paclitaxel,MRK-nu-1,0
Olaparib,Crizotinib,SW48,0
MK-1775,Lapatinib,HCC1395,0
AZD7762,Taselisib,PA-TU-8902,0
AZD7762,SB216763,CCK-81,0
Crizotinib,Navitoclax,CAL-148,1
Lapatinib,BI-2536,COLO-824,0
Pictilisib,Dabrafenib,HCC1428,0
Olaparib,SB505124,SW48,0
Dasatinib,Erlotinib,HPAC,0
MK-1775,Palbociclib,COLO-320-HSR,0
Docetaxel,Alisertib,HCC70,0
Vorinostat,Ribociclib,EVSA-T,0
OSI-027,Erlotinib,CAPAN-2,0
Vorinostat,Temozolomide,MDA-MB-330,0
Lapatinib,Sorafenib,HCC1954,0
Sorafenib,Erlotinib,BxPC-3,0
Sapitinib,Trametinib,T47D,0
Camptothecin,LGK974,CaR-1,0
Trametinib,PF-4708671,HCC1143,0
Vorinostat,AZD8055,HDQ-P1,0
Pictilisib,Doramapimod,HCC38,0
Taselisib,PD173074,DU-4475,1
Lapatinib,PF-4708671,DU-4475,1
Trametinib,Camptothecin,HCC1187,0
Palbociclib,Uprosertib,HCC2218,0
OSI-027,Paclitaxel,HCC38,0
Crizotinib,Trametinib,HT55,0
Temozolomide,Pictilisib,HDQ-P1,0
MK-1775,AZD8055,CAL-120,0
Taselisib,Alisertib,Hs-578-T,1
OSI-027,Wee1 Inhibitor,MDA-MB-175-VII,0
Navitoclax,Palbociclib,MDA-MB-231,0
Taselisib,Nilotinib,MDA-MB-415,0
AZD7762,Wee1 Inhibitor,HCC2218,0
Olaparib,NU7441,MRK-nu-1,0
BMS-754807,AZD4547,RCM-1,1
Palbociclib,Sapitinib,HCC1937,0
Camptothecin,Olaparib,CCK-81,0
Sapitinib,Camptothecin,MDA-MB-361,0
Taselisib,Docetaxel,BT-549,0
Erlotinib,Navitoclax,MZ1-PC,0
Bortezomib,Temozolomide,MRK-nu-1,0
Pictilisib,Navitoclax,HCC1428,0
Taselisib,LGK974,HCT-15,1
Temozolomide,Crizotinib,CAL-51,0
Bortezomib,Camptothecin,MDA-MB-415,0
Galunisertib,AZD7762,AsPC-1,0
Lapatinib,OSI-027,HCC1569,0
Dabrafenib,Trametinib,SNU-C5,0
Sapitinib,MK-1775,HCT-15,0
AZD7762,PF-4708671,HCC1395,0
BMS-754807,AZD7762,SK-CO-1,0
Olaparib,JQ1,EVSA-T,0
Taselisib,Doramapimod,Hs-578-T,0
Sapitinib,SB216763,SW48,0
Lapatinib,Temozolomide,JIMT-1,0
Dactolisib,Paclitaxel,MZ1-PC,0
Palbociclib,Trametinib,HDQ-P1,0
BMS-754807,Navitoclax,NCI-H747,0
Vorinostat,AZD8055,MDA-MB-175-VII,0
OSI-027,Doramapimod,HCC1395,0
Lapatinib,RO-3306,HCC1419,0
PD173074,Bortezomib,COLO-824,0
AZD7762,Nilotinib,BT-20,0
Sapitinib,Tozasertib,MDA-MB-453,0
MK-1775,Wee1 Inhibitor,DU-4475,0
Taselisib,MK-1775,PANC-10-05,0
OSI-027,PD173074,T47D,0
Dabrafenib,AZD4547,DiFi,0
Bortezomib,Docetaxel,HCC38,0
Trametinib,JQ1,BT-474,0
Pictilisib,Tozasertib,MCF7,1
Trametinib,Bortezomib,ZR-75-30,0
AZD7762,Doramapimod,HCC1954,0
Dactolisib,Crizotinib,KP-3,1
Olaparib,Trametinib,SNU-C2B,0
Taselisib,Trametinib,SNU-C1,0
Bortezomib,PF-4708671,UACC-893,0
Afatinib,Taselisib,NCI-H508,0
AZD7762,Sapitinib,MDST8,0
Pictilisib,Lapatinib,T47D,0
Olaparib,Sapitinib,HCC2998,0
Erlotinib,Galunisertib,PANC-02-03,0
Trametinib,ZM447439,EVSA-T,0
AZD7762,MK-1775,UACC-812,0
