drug_a,drug_b,cell_line,synergy
Taselisib,Alpelisib,MCF7,0
Paclitaxel,Sorafenib,PA-TU-8902,0
SCH772984,Camptothecin,SW948,0
Olaparib,PF-4708671,EVSA-T,0
Taselisib,Nilotinib,HCC1143,0
Temozolomide,SB216763,HCC2157,0
Linsitinib,Navitoclax,LS-123,0
Dasatinib,Sorafenib,HuP-T3,0
OSI-027,Crizotinib,BT-474,0
Bortezomib,KU-55933,MFM-223,0
Crizotinib,Palbociclib,PANC-04-03,0
MK-2206,Lapatinib,CFPAC-1,1
OSI-027,Axitinib,DU-4475,0
Olaparib,Temozolomide,CAL-51,1
AZD7762,Crizotinib,MFM-223,0
Luminespib,AZD7762,MDA-MB-415,0
Vinorelbine,SB505124,COLO-320-HSR,0
5-Fluorouracil,SB216763,LS-411N,0
Lapatinib,MK-1775,HuP-T4,0
Dactolisib,Linsitinib,KP-1N,1
Taselisib,RO-3306,EFM-19,0
Navitoclax,GSK269962A,CAL-85-1,0
Olaparib,Oxaliplatin,MDST8,0
BMS-754807,Dabrafenib,RKO,0
Navitoclax,Paclitaxel,T47D,1
Navitoclax,OSI-027,Hs-578-T,0
Olaparib,Dabrafenib,HCC1419,0
5-Fluorouracil,Gemcitabine,HCC1806,0
Lapatinib,Sorafenib,T47D,0
Navitoclax,Dabrafenib,CCK-81,0
SCH772984,MK-2206,Hs-766T,0
Lapatinib,Sorafenib,PANC-10-05,1
Crizotinib,MK-2206,PANC-08-13,0
Vorinostat,BI-2536,HCC70,0
5-Fluorouracil,Wee1 Inhibitor,MDA-MB-361,0
5-Fluorouracil,Lapatinib,CAPAN-1,0
AZD7762,NU7441,ZR-75-30,0
5-Fluorouracil,Sorafenib,MDA-MB-361,0
MK-1775,ZM447439,HCC1599,0
Lapatinib,Olaparib,BT-474,0
MK-2206,Linsitinib,HT55,0
Navitoclax,Lapatinib,HCC1187,1
Palbociclib,Linsitinib,HCC1937,0
Crizotinib,Taselisib,Hs-578-T,0
5-Fluorouracil,Doramapimod,HCC2218,0
Lapatinib,RO-3306,HDQ-P1,0
Docetaxel,MK-1775,HCC1187,0
Olaparib,SB216763,SNU-1040,0
SCH772984,Taselisib,SK-CO-1,0
Luminespib,AZD7762,BT-20,0
Luminespib,PF-4708671,HCC1428,0
Crizotinib,Doramapimod,MCF7,0
BMS-754807,Linsitinib,MDST8,0
SB505124,SB216763,SNU-81,0
5-Fluorouracil,Crizotinib,SW620,0
AZD7762,Doramapimod,EVSA-T,0
Vorinostat,Linsitinib,CAL-148,0
Gemcitabine,MK-2206,HCC1395,0
Navitoclax,Crizotinib,EVSA-T,0
Linsitinib,Dasatinib,BxPC-3,0
Taselisib,Olaparib,BT-483,0
Bortezomib,MK-2206,BT-549,0
SB505124,AZD4547,HCC2998,0
Lapatinib,Navitoclax,MIA-PaCa-2,1
MK-2206,Vinorelbine,T84,1
Oxaliplatin,Palbociclib,CFPAC-1,0
Temozolomide,Tozasertib,MDA-MB-453,0
Gemcitabine,Luminespib,HCC1395,0
5-Fluorouracil,Nilotinib,CAL-148,0
Cisplatin,Irinotecan,CAPAN-1,0
Taselisib,Crizotinib,HCC1954,0
Galunisertib,Oxaliplatin,KP-3,0
AZD7762,Taselisib,Hs-578-T,1
AZD7762,SB505124,LS-123,0
AZD8055,Linsitinib,SW1116,0
AZD7762,Dactolisib,HuP-T4,0
AZD7762,Crizotinib,SW48,0
Olaparib,5-Fluorouracil,PANC-04-03,0
AZD7762,Paclitaxel,SUIT-2,0
Lapatinib,MK-1775,PL4,0
Ruxolitinib,Navitoclax,KP-3,0
Vorinostat,Doramapimod,HCC38,0
Bortezomib,Cisplatin,OCUB-M,0
Crizotinib,RO-3306,HCC70,0
Linsitinib,AZD7762,SW1417,0
5-Fluorouracil,Crizotinib,LoVo,0
Olaparib,Ruxolitinib,CAPAN-1,0
Luminespib,Navitoclax,MDA-MB-453,0
Crizotinib,Taselisib,SW48,0
AZD7762,OSI-027,KP-3,0
Olaparib,Linsitinib,HCC38,0
OSI-027,Wee1 Inhibitor,MDA-MB-436,0
AZD8055,AZD4547,HT55,0
Palbociclib,Linsitinib,MDA-MB-453,0
Docetaxel,Sorafenib,MDA-MB-175-VII,0
Taselisib,Galunisertib,CAPAN-1,0
Taselisib,Sorafenib,PANC-02-03,0
MK-1775,BMS-754807,SW948,0
Navitoclax,Luminespib,HCC38,0
Cisplatin,Entinostat,MDA-MB-157,0
MK-1775,5-Fluorouracil,PSN1,0
Navitoclax,5-Fluorouracil,MDA-MB-415,1
Dabrafenib,MK-1775,MDST8,0
Cisplatin,Alpelisib,HCC1599,0
5-Fluorouracil,Gemcitabine,MDA-MB-436,0
Palbociclib,AZD8055,HCC1143,0
Taselisib,AZD4547,SW1463,0
Bortezomib,Nilotinib,EFM-19,0
Vorinostat,Cisplatin,EFM-192A,0
MK-2206,Temozolomide,AU565,0
Crizotinib,Camptothecin,C2BBe1,0
Gemcitabine,5-Fluorouracil,BT-474,0
Cisplatin,Taselisib,PA-TU-8988T,0
Bortezomib,Taselisib,ZR-75-1,0
Taselisib,Olaparib,MDA-MB-231,0
Navitoclax,SB216763,SW948,0
OSI-027,Gemcitabine,MDA-MB-330,0
Linsitinib,Oxaliplatin,CW-2,0
Taselisib,Camptothecin,MDA-MB-436,0
Gemcitabine,Navitoclax,EFM-192A,1
Axitinib,Luminespib,CAL-51,0
AZD7762,MK-1775,SW1990,0
Crizotinib,Camptothecin,EFM-19,0
Navitoclax,SB216763,HCC1143,0
AZD7762,Palbociclib,MDA-MB-231,0
Camptothecin,BMS-754807,GP5d,0
Linsitinib,5-Fluorouracil,HCC1143,0
OSI-027,MK-2206,MRK-nu-1,1
Navitoclax,Dasatinib,PANC-04-03,0
MK-2206,NU7441,BT-20,0
Gemcitabine,Vorinostat,HDQ-P1,0
Gemcitabine,MK-1775,DU-4475,1
Vorinostat,Alpelisib,JIMT-1,0
Olaparib,Palbociclib,HCC1806,0
AZD7762,Axitinib,HCC1143,0
Temozolomide,Gemcitabine,CAMA-1,0
Gemcitabine,BI-2536,CAL-120,0
Vorinostat,Sorafenib,MDA-MB-415,0
AZD7762,Lapatinib,EFM-19,0
Linsitinib,Doramapimod,HCC1187,0
Camptothecin,BMS-754807,SW1463,0
Luminespib,Linsitinib,MDA-MB-157,0
Sorafenib,Oxaliplatin,HPAC,0
Bortezomib,SCH772984,HCC1143,0
Ruxolitinib,Oxaliplatin,PSN1,0
Palbociclib,NU7441,HCC1187,0
Axitinib,Luminespib,EFM-192A,0
SB505124,MK-2206,CaR-1,0
AZD4547,Dabrafenib,GP5d,0
MK-2206,Paclitaxel,HCC1419,0
Docetaxel,Palbociclib,HCC2157,0
Olaparib,AZD8055,BT-549,0
Axitinib,Lapatinib,MDA-MB-175-VII,0
Taselisib,SCH772984,BT-483,0
5-Fluorouracil,Lapatinib,KP-1N,0
Dactolisib,AZD7762,PANC-03-27,0
Paclitaxel,Sorafenib,PANC-08-13,0
Camptothecin,MK-1775,SNU-81,0
Linsitinib,SB216763,HCC1500,0
5-Fluorouracil,Sorafenib,MDA-MB-157,0
AZD8055,Camptothecin,HT-115,0
Crizotinib,Camptothecin,LoVo,0
Navitoclax,Linsitinib,GP5d,0
Linsitinib,Vinorelbine,HCT-116,0
Linsitinib,MK-1775,RCM-1,0
MK-1775,Lapatinib,HCC1419,0
AZD7762,MK-1775,HCC1143,0
Docetaxel,Linsitinib,BT-474,0
Palbociclib,MK-2206,HCC1143,0
SB505124,Palbociclib,SNU-81,0
Gemcitabine,Tozasertib,HCC1806,0
Olaparib,Oxaliplatin,HuP-T3,0
MK-2206,Tozasertib,MDA-MB-436,0
AZD7762,SCH772984,HCC2157,0
Palbociclib,Olaparib,C2BBe1,0
Gemcitabine,Dactolisib,CAPAN-2,0
Docetaxel,Camptothecin,HCC70,0
5-Fluorouracil,Crizotinib,COLO-320-HSR,0
Taselisib,BMS-754807,LS-513,0
Palbociclib,AZD8055,MDA-MB-361,0
Luminespib,Dabrafenib,JIMT-1,0
Luminespib,PF-4708671,BT-474,0
Cisplatin,Lapatinib,HCC2157,0
MK-2206,Crizotinib,NCI-H508,0
Dasatinib,OSI-027,CAPAN-2,0
Linsitinib,KU-55933,MDA-MB-231,0
Cisplatin,Olaparib,HCC1569,0
Luminespib,AZD7762,CAL-51,0
Vorinostat,Gemcitabine,Hs-578-T,0
Olaparib,Oxaliplatin,YAPC,0
SCH772984,MK-2206,COLO-320-HSR,0
MK-2206,Galunisertib,KP-3,0
Crizotinib,Olaparib,MDST8,0
AZD7762,Bortezomib,MDA-MB-330,0
AZD8055,Crizotinib,SW48,0
Oxaliplatin,Olaparib,HCC2998,0
Navitoclax,Dasatinib,YAPC,0
AZD7762,Camptothecin,SW1417,1
MK-1775,AZD7762,SW48,1
Cisplatin,OSI-027,MCF7,0
Sorafenib,Linsitinib,Hs-766T,0
Luminespib,RO-3306,MDA-MB-361,0
Luminespib,ZM447439,UACC-893,0
Dabrafenib,Crizotinib,SW1417,0
Olaparib,MK-2206,CCK-81,0
AZD7762,Gemcitabine,HCC1500,0
Axitinib,PF-4708671,MDA-MB-330,0
Taselisib,Cisplatin,EFM-19,0
Temozolomide,Tozasertib,COLO-824,0
Taselisib,Vorinostat,CAL-148,0
MK-2206,SB505124,SW1417,0
Palbociclib,AZD7762,CAL-120,0
Cisplatin,Vorinostat,HCC1500,0
Palbociclib,PF-4708671,ZR-75-1,0
Lapatinib,Cisplatin,SW1990,0
Olaparib,OSI-027,PA-TU-8902,0
AZD7762,Crizotinib,HCC1187,0
Lapatinib,MK-2206,CFPAC-1,1
Docetaxel,BI-2536,CAL-148,0
Dactolisib,Cisplatin,KP-1N,0
Irinotecan,MK-2206,PA-TU-8988T,0
Axitinib,KU-55933,MDA-MB-436,0
Dabrafenib,5-Fluorouracil,DiFi,0
Gemcitabine,MK-2206,HCC1143,0
5-Fluorouracil,SCH772984,DU-4475,0
Dactolisib,Lapatinib,HuP-T4,0
Crizotinib,AZD4547,HT-115,0
Bortezomib,Wee1 Inhibitor,HCC1143,0
Palbociclib,MK-2206,HuP-T3,0
Crizotinib,SCH772984,HCC1954,0
Palbociclib,PF-4708671,HCC1937,0
Lapatinib,OSI-027,EFM-192A,0
5-Fluorouracil,MK-2206,CAL-85-1,0
Lapatinib,NU7441,MDA-MB-175-VII,1
5-Fluorouracil,Taselisib,PA-TU-8902,0
Dactolisib,Oxaliplatin,DAN-G,0
Bortezomib,Navitoclax,COLO-824,0
AZD7762,Paclitaxel,Hs-766T,0
Irinotecan,OSI-027,BxPC-3,0
SCH772984,MK-1775,MIA-PaCa-2,0
Luminespib,Camptothecin,MDA-MB-361,0
Camptothecin,Vinorelbine,DiFi,0
AZD7762,AZD8055,HCC38,0
Lapatinib,Navitoclax,ZR-75-1,0
Lapatinib,MK-2206,T47D,0
Olaparib,OSI-027,PANC-10-05,0
Palbociclib,GSK269962A,BT-483,0
Linsitinib,OSI-027,HCC1937,0
Olaparib,Linsitinib,MDA-MB-231,0
AZD4547,Camptothecin,GP5d,0
Dasatinib,SCH772984,MZ1-PC,0
AZD7762,Wee1 Inhibitor,HCC2157,0
Lapatinib,SB216763,HCC1419,0
SB505124,Navitoclax,LS-123,0
Paclitaxel,Palbociclib,PANC-02-03,0
Crizotinib,Taselisib,HT-115,0
MK-1775,5-Fluorouracil,KM12,0
AZD4547,Oxaliplatin,SNU-C1,0
Crizotinib,Irinotecan,KP-3,0
Crizotinib,AZD7762,LoVo,0
SB505124,SB216763,HT55,1
Olaparib,Palbociclib,OCUB-M,0
5-Fluorouracil,ZM447439,MRK-nu-1,0
Palbociclib,SB216763,HCC38,0
Temozolomide,NU7441,HCC1428,0
MK-1775,Olaparib,CaR-1,0
Docetaxel,Cisplatin,EVSA-T,0
OSI-027,Dabrafenib,MFM-223,0
Palbociclib,Lapatinib,KP-2,1
Docetaxel,AZD7762,HCC70,0
Navitoclax,Entinostat,HCC1954,0
Taselisib,Alpelisib,EFM-19,0
Taselisib,AZD7762,MDA-MB-157,0
Vorinostat,Palbociclib,HCC1419,0
Crizotinib,OSI-027,BT-483,1
Docetaxel,AZD7762,MDA-MB-175-VII,0
Taselisib,Doramapimod,MDA-MB-157,0
SCH772984,Paclitaxel,HuP-T3,0
5-Fluorouracil,Palbociclib,T84,0
Luminespib,SB216763,DU-4475,0
Ruxolitinib,MK-2206,SUIT-2,0
Olaparib,Axitinib,HCC70,0
Gemcitabine,5-Fluorouracil,HCC1599,0
Navitoclax,SB505124,SW48,1
OSI-027,Galunisertib,PANC-08-13,0
Gemcitabine,Dactolisib,MIA-PaCa-2,0
Ruxolitinib,Galunisertib,PANC-08-13,0
Navitoclax,AZD7762,AsPC-1,1
Crizotinib,Navitoclax,HCC2998,0
AZD8055,Vinorelbine,GP5d,0
MK-2206,Entinostat,CAL-120,0
Navitoclax,Olaparib,CAL-148,1
AZD7762,MK-2206,SW48,0
Ruxolitinib,Dasatinib,MIA-PaCa-2,0
SCH772984,SB216763,LS-411N,0
Crizotinib,SCH772984,BxPC-3,0
5-Fluorouracil,Sorafenib,JIMT-1,0
Axitinib,PF-4708671,CAL-120,0
Taselisib,Alpelisib,BT-20,0
Navitoclax,Bortezomib,CAL-85-1,0
MK-1775,RO-3306,AU565,0
AZD4547,AZD8055,DiFi,0
Gemcitabine,Taselisib,PL4,0
Bortezomib,Temozolomide,HCC1419,0
Navitoclax,AZD7762,COLO-205,0
Taselisib,Tozasertib,CAL-51,0
Linsitinib,KU-55933,OCUB-M,0
Cisplatin,Sorafenib,PSN1,0
SCH772984,Sorafenib,MZ1-PC,0
Lapatinib,MK-1775,MDA-MB-361,0
Oxaliplatin,Dabrafenib,LS-123,0
Docetaxel,Wee1 Inhibitor,HCC2157,0
Taselisib,RO-3306,HCC1569,0
Cisplatin,PF-4708671,HCC70,0
Docetaxel,Entinostat,MRK-nu-1,0
Palbociclib,Bortezomib,CAL-148,0
5-Fluorouracil,BMS-754807,CL-11,0
5-Fluorouracil,MK-1775,SW1116,0
MK-1775,Linsitinib,MZ1-PC,0
SB216763,Olaparib,SW948,0
Bortezomib,Cisplatin,MDA-MB-436,0
MK-1775,Oxaliplatin,PANC-10-05,0
Taselisib,Linsitinib,PA-TU-8902,0
Dabrafenib,Crizotinib,SW1116,0
AZD7762,Axitinib,EVSA-T,0
Cisplatin,SCH772984,MDA-MB-453,0
Gemcitabine,Vorinostat,MDA-MB-453,0
Dabrafenib,Taselisib,CL-11,0
Temozolomide,Crizotinib,MRK-nu-1,0
Palbociclib,OSI-027,CFPAC-1,0
MK-2206,AZD7762,BT-549,0
5-Fluorouracil,Palbociclib,CAL-148,0
SCH772984,BMS-754807,NCI-H716,0
Docetaxel,AZD8055,MDA-MB-415,0
Axitinib,BI-2536,MDA-MB-330,0
Linsitinib,5-Fluorouracil,HDQ-P1,0
Luminespib,Sorafenib,HCC1419,0
Crizotinib,SB505124,HT-115,0
Oxaliplatin,Navitoclax,PANC-04-03,0
AZD7762,Tozasertib,Hs-578-T,1
Crizotinib,Taselisib,HCC1143,0
Crizotinib,MK-2206,Hs-766T,1
Docetaxel,Paclitaxel,CAL-120,0
Bortezomib,Navitoclax,HCC1569,0
Lapatinib,Docetaxel,MDA-MB-157,0
Olaparib,Oxaliplatin,SNU-175,0
Palbociclib,RO-3306,CAMA-1,0
MK-2206,Camptothecin,MDA-MB-468,0
5-Fluorouracil,Doramapimod,MFM-223,0
Lapatinib,Axitinib,T47D,0
Camptothecin,AZD8055,RKO,0
Dactolisib,SCH772984,PANC-02-03,0
AZD8055,MK-2206,NCI-H747,0
5-Fluorouracil,Paclitaxel,SU8686,0
Olaparib,ZM447439,MCF7,0
Docetaxel,PF-4708671,CAMA-1,0
Axitinib,Lapatinib,CAL-51,0
Luminespib,RO-3306,JIMT-1,0
Crizotinib,NU7441,DU-4475,0
Temozolomide,NU7441,MRK-nu-1,0
OSI-027,Paclitaxel,HCC1143,0
Navitoclax,Camptothecin,CCK-81,0
Luminespib,Wee1 Inhibitor,BT-483,0
Olaparib,Palbociclib,CAL-85-1,0
5-Fluorouracil,Olaparib,RKO,0
Olaparib,Cisplatin,DU-4475,0
Cisplatin,PF-4708671,MDA-MB-157,0
SB505124,MK-2206,COLO-205,0
Olaparib,PF-4708671,CAL-148,0
Gemcitabine,Tozasertib,BT-549,0
Navitoclax,Sorafenib,HCC70,0
Bortezomib,Paclitaxel,MDA-MB-157,0
Palbociclib,SB216763,SNU-81,0
Vinorelbine,Dabrafenib,SW1116,0
MK-2206,SCH772984,PA-TU-8988T,1
Navitoclax,Olaparib,KP-1N,0
Palbociclib,Temozolomide,MDA-MB-361,0
Gemcitabine,Taselisib,SU8686,0
Taselisib,MK-1775,MDA-MB-157,0
Linsitinib,BI-2536,CAL-120,0
Lapatinib,5-Fluorouracil,BxPC-3,0
MK-2206,Lapatinib,MDA-MB-361,1
Cisplatin,OSI-027,BT-549,0
Taselisib,AZD7762,EVSA-T,0
Camptothecin,Navitoclax,COLO-678,0
MK-1775,Palbociclib,CAMA-1,0
Gemcitabine,Lapatinib,CAL-85-1,0
OSI-027,Oxaliplatin,HuP-T3,0
Crizotinib,Oxaliplatin,T84,0
Gemcitabine,MK-1775,HCC1806,0
MK-1775,ZM447439,JIMT-1,0
MK-2206,MK-1775,MDA-MB-436,0
Linsitinib,AZD7762,ZR-75-1,0
Palbociclib,Vorinostat,EFM-192A,0
Olaparib,Ruxolitinib,PSN1,0
Gemcitabine,Lapatinib,PANC-03-27,0
Temozolomide,Crizotinib,MDA-MB-175-VII,0
Vorinostat,MK-2206,EFM-19,0
Temozolomide,ZM447439,ZR-75-30,0
Linsitinib,Navitoclax,PANC-03-27,0
Galunisertib,Irinotecan,BxPC-3,0
MK-2206,AZD7762,MDST8,0
MK-1775,Cisplatin,CAMA-1,0
OSI-027,Bortezomib,T47D,0
Taselisib,Linsitinib,MDA-MB-361,0
Palbociclib,Vorinostat,MDA-MB-175-VII,0
Navitoclax,Olaparib,LS-180,0
Crizotinib,Palbociclib,LS-180,0
AZD7762,SB505124,CW-2,0
Oxaliplatin,AZD7762,PANC-03-27,0
Dasatinib,Galunisertib,KP-4,0
Irinotecan,Sorafenib,YAPC,0
Axitinib,NU7441,MCF7,0
MK-1775,Camptothecin,CAL-148,0
Luminespib,GSK269962A,BT-474,0
Lapatinib,ZM447439,MDA-MB-415,0
Lapatinib,ZM447439,CAL-85-1,0
OSI-027,Nilotinib,EVSA-T,0
MK-2206,Olaparib,KP-2,0
Navitoclax,Crizotinib,NCI-H716,0
Palbociclib,AZD7762,EFM-19,0
Crizotinib,RO-3306,HCC1806,0
Temozolomide,AZD8055,EVSA-T,0
SCH772984,Dabrafenib,RKO,0
Palbociclib,Galunisertib,KP-1N,0
Dasatinib,Sorafenib,KP-1N,0
Lapatinib,Crizotinib,CFPAC-1,1
SCH772984,Camptothecin,SNU-C1,0
MK-1775,Dasatinib,KP-3,0
Crizotinib,Entinostat,HCC2157,0
Navitoclax,Vinorelbine,LS-123,1
Temozolomide,Camptothecin,HCC1937,0
Vinorelbine,Dabrafenib,SNU-81,0
OSI-027,Navitoclax,HCC1419,0
OSI-027,BI-2536,AU565,0
Cisplatin,AZD8055,T47D,0
Docetaxel,MK-2206,MDA-MB-361,0
Olaparib,AZD7762,HCC1428,1
5-Fluorouracil,Lapatinib,CAMA-1,0
AZD7762,Doramapimod,CAL-148,0
5-Fluorouracil,Dactolisib,CAPAN-1,0
OSI-027,Dasatinib,PANC-03-27,0
Navitoclax,Tozasertib,ZR-75-1,0
Taselisib,Crizotinib,MCF7,0
Galunisertib,Irinotecan,SU8686,0
Lapatinib,Bortezomib,CAL-148,1
5-Fluorouracil,Olaparib,HuP-T4,0
Vorinostat,5-Fluorouracil,HCC1569,0
MK-2206,Nilotinib,HCC1806,0
SCH772984,Ruxolitinib,PANC-08-13,0
Bortezomib,Camptothecin,HCC1395,0
Navitoclax,Palbociclib,SW1990,0
Irinotecan,Oxaliplatin,PL4,0
Taselisib,Cisplatin,MCF7,0
Crizotinib,Gemcitabine,CAL-51,0
Oxaliplatin,MK-2206,NCI-H747,0
Taselisib,SB505124,MDST8,0
Olaparib,AZD7762,MDA-MB-468,1
Lapatinib,GSK269962A,CAL-148,0
AZD7762,Dabrafenib,HCC1500,0
Temozolomide,Wee1 Inhibitor,EVSA-T,0
AZD7762,Palbociclib,MDA-MB-175-VII,0
Dasatinib,Oxaliplatin,KP-1N,0
Axitinib,BI-2536,MDA-MB-175-VII,0
OSI-027,Axitinib,HCC1569,0
MK-2206,Linsitinib,Hs-766T,0
Olaparib,Camptothecin,HCC1599,0
Taselisib,Vorinostat,DU-4475,0
Navitoclax,SCH772984,HCC1143,0
Bortezomib,Luminespib,CAL-120,0
Navitoclax,MK-2206,SNU-175,0
Cisplatin,Paclitaxel,CAL-148,0
Vorinostat,KU-55933,CAL-51,0
MK-1775,Palbociclib,SW948,0
Galunisertib,AZD7762,SW1990,0
Olaparib,Vinorelbine,RCM-1,0
Vorinostat,Doramapimod,HCC1187,0
Cisplatin,Wee1 Inhibitor,MFM-223,0
Navitoclax,Temozolomide,EVSA-T,0
Gemcitabine,Wee1 Inhibitor,HCC2157,0
Linsitinib,Temozolomide,HCC1954,0
MK-2206,NU7441,MDA-MB-231,0
Sorafenib,Dactolisib,Hs-766T,0
Navitoclax,Sorafenib,HCC1937,0
MK-1775,GSK269962A,CAL-85-1,0
Olaparib,AZD7762,ZR-75-30,0
Taselisib,Dabrafenib,HCC1569,0
5-Fluorouracil,AZD4547,LS-513,0
Olaparib,Dabrafenib,CAMA-1,0
Cisplatin,Taselisib,PANC-02-03,0
Paclitaxel,Oxaliplatin,CAPAN-1,0
Lapatinib,OSI-027,MDA-MB-175-VII,1
Linsitinib,Doramapimod,DU-4475,0
Bortezomib,MK-1775,BT-474,0
Crizotinib,SCH772984,SW620,0
MK-2206,KU-55933,BT-483,0
OSI-027,Olaparib,Hs-766T,0
5-Fluorouracil,Taselisib,HCC2998,0
Vorinostat,Cisplatin,Hs-578-T,0
AZD7762,Tozasertib,HCC1428,0
Bortezomib,Camptothecin,MDA-MB-157,0
SB505124,5-Fluorouracil,SNU-81,0
Vorinostat,Linsitinib,EFM-192A,0
Taselisib,SB505124,SK-CO-1,0
Cisplatin,Vorinostat,UACC-893,0
Axitinib,5-Fluorouracil,CAL-85-1,0
Luminespib,AZD8055,MDA-MB-330,0
5-Fluorouracil,Lapatinib,MIA-PaCa-2,0
Taselisib,BMS-754807,HT-29,0
Cisplatin,MK-1775,MCF7,0
Crizotinib,Gemcitabine,HCC38,0
5-Fluorouracil,Entinostat,AU565,0
Gemcitabine,Palbociclib,MFM-223,0
Navitoclax,MK-1775,BT-549,0
Lapatinib,Galunisertib,HPAC,0
Vinorelbine,AZD4547,LS-123,0
MK-2206,Doramapimod,HCC1428,0
Taselisib,AZD4547,SNU-407,0
Axitinib,AZD7762,AU565,0
Cisplatin,Paclitaxel,SW1990,0
Olaparib,Dabrafenib,Hs-578-T,0
OSI-027,SCH772984,OCUB-M,0
Gemcitabine,Lapatinib,KP-3,0
Dasatinib,Crizotinib,YAPC,0
Axitinib,Wee1 Inhibitor,CAL-120,0
Olaparib,Linsitinib,HCC70,0
Olaparib,PF-4708671,MRK-nu-1,0
Camptothecin,AZD7762,COLO-320-HSR,0
Navitoclax,Sorafenib,Hs-766T,0
Temozolomide,AZD7762,HCC1937,0
AZD8055,Camptothecin,NCI-H508,0
Taselisib,Galunisertib,CAPAN-2,0
Bortezomib,Axitinib,HCC38,0
Palbociclib,ZM447439,AU565,0
Palbociclib,SCH772984,HCC1806,0
Luminespib,NU7441,ZR-75-1,0
Luminespib,GSK269962A,HCC1428,0
OSI-027,Docetaxel,HCC202,0
Dabrafenib,AZD4547,SNU-407,1
MK-1775,Taselisib,HCC1937,0
Palbociclib,Temozolomide,MDA-MB-436,0
5-Fluorouracil,MK-1775,Hs-766T,0
Linsitinib,AZD8055,HCT-116,0
Palbociclib,MK-1775,PANC-08-13,0
MK-1775,NU7441,HCC1599,0
Lapatinib,Entinostat,T47D,0
Gemcitabine,Crizotinib,MFM-223,0
MK-1775,Dabrafenib,CL-11,0
Cisplatin,Crizotinib,PANC-04-03,0
Lapatinib,Sorafenib,MDA-MB-330,0
OSI-027,AZD7762,HCC202,0
Palbociclib,Gemcitabine,HCC1419,0
Dabrafenib,Olaparib,LS-123,0
MK-2206,Axitinib,EVSA-T,0
Linsitinib,Camptothecin,HT55,0
Temozolomide,GSK269962A,CAL-120,0
Temozolomide,5-Fluorouracil,HCC1954,0
Vorinostat,BI-2536,HCC2157,0
MK-2206,Taselisib,KP-1N,0
Bortezomib,Entinostat,BT-483,0
Linsitinib,SCH772984,NCI-H716,0
Lapatinib,Docetaxel,HCC1500,0
Dactolisib,Dasatinib,KP-4,0
Temozolomide,Camptothecin,CAL-85-1,0
Vorinostat,Doramapimod,MDA-MB-415,0
OSI-027,MK-1775,PA-TU-8988T,0
Navitoclax,Lapatinib,HCC1395,0
Docetaxel,Lapatinib,EFM-192A,0
OSI-027,Palbociclib,HuP-T4,0
Crizotinib,Docetaxel,BT-20,0
MK-1775,Lapatinib,HCC2218,0
Bortezomib,Wee1 Inhibitor,HCC1937,0
SCH772984,Vinorelbine,SW837,0
Linsitinib,NU7441,HCC1187,0
Docetaxel,Paclitaxel,EVSA-T,0
Taselisib,Oxaliplatin,COLO-320-HSR,0
AZD7762,AZD8055,CAMA-1,0
5-Fluorouracil,Navitoclax,MDST8,0
Dabrafenib,Crizotinib,CL-11,0
Dabrafenib,Taselisib,SW1116,0
Palbociclib,Entinostat,CAL-85-1,0
Palbociclib,AZD8055,BT-483,0
Bortezomib,Sorafenib,MDA-MB-468,0
Lapatinib,Palbociclib,MZ1-PC,0
Taselisib,Navitoclax,LS-180,0
Cisplatin,Olaparib,AsPC-1,0
AZD7762,MK-1775,ZR-75-30,0
Linsitinib,KU-55933,EVSA-T,0
5-Fluorouracil,Cisplatin,MDA-MB-436,0
Vinorelbine,MK-2206,CW-2,0
Vorinostat,Docetaxel,HDQ-P1,0
Navitoclax,Dabrafenib,MDA-MB-453,0
Navitoclax,BI-2536,BT-549,1
Palbociclib,MK-2206,SNU-81,0
Ruxolitinib,Oxaliplatin,CAPAN-2,0
Luminespib,MK-2206,HCC1954,0
MK-1775,Tozasertib,ZR-75-30,0
MK-2206,Paclitaxel,PA-TU-8902,0
Axitinib,GSK269962A,MFM-223,1
Ruxolitinib,Lapatinib,CAPAN-1,0
Temozolomide,Docetaxel,ZR-75-1,0
AZD4547,Crizotinib,SNU-C5,0
Camptothecin,BMS-754807,SW1116,0
Lapatinib,Paclitaxel,MFM-223,0
Olaparib,Gemcitabine,HCC70,0
AZD7762,Doramapimod,HCC1806,1
Dabrafenib,Camptothecin,NCI-H716,0
Navitoclax,Cisplatin,HCC1806,0
MK-2206,5-Fluorouracil,SU8686,0
Cisplatin,Docetaxel,UACC-893,0
Navitoclax,Camptothecin,MDA-MB-231,1
Dasatinib,5-Fluorouracil,HPAC,1
Bortezomib,Temozolomide,HCC1806,0
MK-1775,Alpelisib,JIMT-1,0
Gemcitabine,Wee1 Inhibitor,MDA-MB-468,0
5-Fluorouracil,OSI-027,CFPAC-1,0
SB505124,Navitoclax,LS-513,0
Navitoclax,Olaparib,MRK-nu-1,0
Navitoclax,MK-2206,PA-TU-8902,0
Vinorelbine,Oxaliplatin,MDST8,0
AZD7762,KU-55933,MFM-223,0
Lapatinib,SCH772984,BT-483,0
Olaparib,Camptothecin,SW1417,0
Navitoclax,Crizotinib,SW1990,0
Temozolomide,MK-1775,HCC1395,0
Cisplatin,Sorafenib,HCC1419,0
Olaparib,OSI-027,Hs-766T,0
